country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W15,national,AT,Austria,1838,12339,8901064,138.6238769,14.89585866,Manual webscraping
Austria,AT,2020-W16,national,AT,Austria,684,58488,8901064,657.0899838,1.169470661,Manual webscraping
Austria,AT,2020-W17,national,AT,Austria,448,33443,8901064,375.7191275,1.33959274,Manual webscraping
Austria,AT,2020-W18,national,AT,Austria,312,26598,8901064,298.8182087,1.173020528,Country website
Austria,AT,2020-W19,national,AT,Austria,264,42153,8901064,473.5725976,0.626289944,Country website
Austria,AT,2020-W20,national,AT,Austria,335,46001,8901064,516.8033844,0.728245038,Country website
Austria,AT,2020-W21,national,AT,Austria,265,39348,8901064,442.0595111,0.673477686,Country website
Austria,AT,2020-W22,national,AT,Austria,195,46677,8901064,524.3979821,0.417764638,Country website
Austria,AT,2020-W23,national,AT,Austria,227,41063,8901064,461.3268706,0.552809098,Country website
Austria,AT,2020-W24,national,AT,Austria,172,35243,8901064,395.941429,0.488040178,Country website
Austria,AT,2020-W25,national,AT,Austria,248,15775,8901064,177.2260035,1.572107765,Country website
Austria,AT,2020-W26,national,AT,Austria,335,61905,8901064,695.4786529,0.541151765,Country website
Austria,AT,2020-W27,national,AT,Austria,641,45284,8901064,508.7481676,1.415510997,Country website
Austria,AT,2020-W28,national,AT,Austria,596,48936,8901064,549.7769705,1.21791728,Country website
Austria,AT,2020-W29,national,AT,Austria,784,51929,8901064,583.4021641,1.509753702,Country website
Austria,AT,2020-W30,national,AT,Austria,872,99229,8901064,1114.799309,0.878775358,Country website
Austria,AT,2020-W31,national,AT,Austria,794,57416,8901064,645.0464798,1.382889787,Country website
Austria,AT,2020-W32,national,AT,Austria,722,56554,8901064,635.3622443,1.276655939,Country website
Austria,AT,2020-W33,national,AT,Austria,1462,56622,8901064,636.1261979,2.582035251,Country website
Austria,AT,2020-W34,national,AT,Austria,1907,76497,8901064,859.4141105,2.492908219,Country website
Austria,AT,2020-W35,national,AT,Austria,1941,77105,8901064,866.2447546,2.517346476,Country website
Austria,AT,2020-W36,national,AT,Austria,2268,83733,8901064,940.7077626,2.708609509,Country website
Austria,AT,2020-W37,national,AT,Austria,3997,86241,8901064,968.8841694,4.634686518,Country website
Austria,AT,2020-W38,national,AT,Austria,5211,102617,8901064,1152.862175,5.078105967,Country website
Austria,AT,2020-W39,national,AT,Austria,4656,110816,8901064,1244.974758,4.201559342,Country website
Austria,AT,2020-W40,national,AT,Austria,5597,130874,8901064,1470.318605,4.276632486,Country website
Austria,AT,2020-W41,national,AT,Austria,7486,124663,8901064,1400.54043,6.004989452,TESSy
Austria,AT,2020-W42,national,AT,Austria,9903,129647,8901064,1456.533736,7.638433593,TESSy
Austria,AT,2020-W43,national,AT,Austria,18275,158997,8901064,1786.269597,11.49392756,TESSy
Austria,AT,2020-W44,national,AT,Austria,31614,167926,8901064,1886.583447,18.82614961,TESSy
Austria,AT,2020-W45,national,AT,Austria,44759,199567,8901064,2242.057803,22.42805674,TESSy
Austria,AT,2020-W46,national,AT,Austria,47880,215044,8901064,2415.935893,22.26521084,TESSy
Austria,AT,2020-W47,national,AT,Austria,40742,207745,8901064,2333.93446,19.611543,TESSy
Austria,AT,2020-W48,national,AT,Austria,31162,196461,8901064,2207.163099,15.86167229,TESSy
Austria,AT,2020-W49,national,AT,Austria,23078,163770,8901064,1839.892399,14.09171399,TESSy
Austria,AT,2020-W50,national,AT,Austria,18701,162984,8901064,1831.061994,11.47413243,TESSy
Austria,AT,2020-W51,national,AT,Austria,14864,185766,8901064,2087.008924,8.001464208,TESSy
Austria,AT,2020-W52,national,AT,Austria,13340,163961,8901064,1842.03821,8.136081141,TESSy
Austria,AT,2020-W53,national,AT,Austria,14896,127657,8901064,1434.176858,11.66876865,TESSy
Austria,AT,2021-W01,national,AT,Austria,14635,137035,8901064,1539.535049,10.67975335,TESSy
Austria,AT,2021-W02,national,AT,Austria,10948,911735,8901064,10242.98893,1.20078751,TESSy
Austria,AT,2021-W03,national,AT,Austria,10161,1144351,8901064,12856.33942,0.887926869,TESSy
Austria,AT,2021-W04,national,AT,Austria,9510,655713,8901064,7366.681107,1.450329641,TESSy
Austria,AT,2021-W05,national,AT,Austria,9116,960284,8901064,10788.4181,0.949302498,TESSy
Austria,AT,2021-W06,national,AT,Austria,9464,1477892,8901064,16603.54313,0.640371556,TESSy
Austria,AT,2021-W07,national,AT,Austria,11637,1500910,8901064,16862.14142,0.775329633,TESSy
Austria,AT,2021-W08,national,AT,Austria,14203,1582385,8901064,17777.48143,0.897569176,TESSy
Austria,AT,2021-W09,national,AT,Austria,16339,1651867,8901064,18558.08474,0.989123216,TESSy
Austria,AT,2021-W10,national,AT,Austria,18231,1829934,8901064,20558.59839,0.996265439,TESSy
Austria,AT,2021-W11,national,AT,Austria,21093,1991339,8901064,22371.92093,1.059237026,TESSy
Austria,AT,2021-W12,national,AT,Austria,22319,2081325,8901064,23382.87872,1.072345741,TESSy
Austria,AT,2021-W13,national,AT,Austria,20786,2169545,8901064,24373.99619,0.958081072,TESSy
Austria,AT,2021-W14,national,AT,Austria,17608,2067620,8901064,23228.90836,0.851607162,TESSy
Austria,AT,2021-W15,national,AT,Austria,16819,2165967,8901064,24333.79875,0.776512292,TESSy
Austria,AT,2021-W16,national,AT,Austria,15047,2063585,8901064,23183.5767,0.729167929,TESSy
Austria,AT,2021-W17,national,AT,Austria,12533,1951838,8901064,21928.14252,0.642112716,TESSy
Austria,AT,2021-W18,national,AT,Austria,9018,4889378,8901064,54930.26452,0.184440638,TESSy
Austria,AT,2021-W19,national,AT,Austria,5732,4060894,8901064,45622.56827,0.141151185,TESSy
Austria,AT,2021-W20,national,AT,Austria,4155,5607426,8901064,62997.25516,0.074098169,TESSy
Austria,AT,2021-W21,national,AT,Austria,3159,3668103,8901064,41209.71381,0.08612081,TESSy
Austria,AT,2021-W22,national,AT,Austria,2424,4859495,8901064,54594.54061,0.049881726,TESSy
Austria,AT,2021-W23,national,AT,Austria,1684,5649558,8901064,63470.59183,0.029807642,TESSy
Austria,AT,2021-W24,national,AT,Austria,1002,5665559,8901064,63650.35686,0.01768581,TESSy
Austria,AT,2021-W25,national,AT,Austria,679,5452121,8901064,61252.46375,0.012453869,TESSy
Austria,AT,2021-W26,national,AT,Austria,633,4807705,8901064,54012.70005,0.013166365,TESSy
Austria,AT,2021-W27,national,AT,Austria,1092,4072081,8901064,45748.24987,0.026816755,TESSy
Austria,AT,2021-W28,national,AT,Austria,2192,3403230,8901064,38233.96843,0.064409399,TESSy
Austria,AT,2021-W29,national,AT,Austria,2531,2807249,8901064,31538.35317,0.090159441,TESSy
Austria,AT,2021-W30,national,AT,Austria,3251,3220784,8901064,36184.25842,0.100938157,TESSy
Austria,AT,2021-W31,national,AT,Austria,3667,2714307,8901064,30494.18586,0.135098941,TESSy
Austria,AT,2021-W32,national,AT,Austria,5897,2584647,8901064,29037.50608,0.228154947,TESSy
Austria,AT,2021-W33,national,AT,Austria,8061,2771748,8901064,31139.51321,0.290827305,TESSy
Austria,AT,2021-W34,national,AT,Austria,9438,2703030,8901064,30367.49314,0.349163716,TESSy
Austria,AT,2021-W35,national,AT,Austria,11310,2840922,8901064,31916.65626,0.398110191,TESSy
Austria,AT,2021-W36,national,AT,Austria,14057,3308862,8901064,37173.78057,0.424828838,TESSy
Austria,AT,2021-W37,national,AT,Austria,13743,2975110,8901064,33424.20636,0.4619325,TESSy
Austria,AT,2021-W38,national,AT,Austria,11754,3163381,8901064,35539.35799,0.371564475,TESSy
Austria,AT,2021-W39,national,AT,Austria,12595,3015264,8901064,33875.32097,0.417708035,TESSy
Austria,AT,2021-W40,national,AT,Austria,12783,3662031,8901064,41141.49724,0.349068591,TESSy
Austria,AT,2021-W41,national,AT,Austria,15362,3594537,8901064,40383.22834,0.427370757,TESSy
Austria,AT,2021-W42,national,AT,Austria,23855,3690879,8901064,41465.59333,0.646323003,TESSy
Austria,AT,2021-W43,national,AT,Austria,34588,3074257,8901064,34538.08444,1.125084858,TESSy
Austria,AT,2021-W44,national,AT,Austria,56554,4763048,8901064,53510.99599,1.187348941,TESSy
Austria,AT,2021-W45,national,AT,Austria,78926,4309646,8901064,48417.20046,1.831380118,TESSy
Austria,AT,2021-W46,national,AT,Austria,97487,5909773,8901064,66394.00638,1.649589587,TESSy
Austria,AT,2021-W47,national,AT,Austria,82776,7827648,8901064,87940.58778,1.057482401,TESSy
Austria,AT,2021-W48,national,AT,Austria,50958,6021454,8901064,67648.69908,0.846274006,TESSy
Austria,AT,2021-W49,national,AT,Austria,29524,5066057,8901064,56915.18452,0.582780652,TESSy
Austria,AT,2020-W50,subnational,AT11,Burgenland,421,3723,293433,1268.773451,11.30808488,TESSy
Austria,AT,2020-W51,subnational,AT11,Burgenland,361,3487,293433,1188.346232,10.35273874,TESSy
Austria,AT,2020-W52,subnational,AT11,Burgenland,325,3334,293433,1136.204858,9.74805039,TESSy
Austria,AT,2020-W53,subnational,AT11,Burgenland,426,3900,293433,1329.093865,10.92307692,TESSy
Austria,AT,2021-W01,subnational,AT11,Burgenland,410,3383,293433,1152.903729,12.11942063,TESSy
Austria,AT,2021-W02,subnational,AT11,Burgenland,334,13416,293433,4572.082895,2.489564699,TESSy
Austria,AT,2021-W03,subnational,AT11,Burgenland,309,74843,293433,25505.99285,0.412864263,TESSy
Austria,AT,2021-W04,subnational,AT11,Burgenland,269,28355,293433,9663.193983,0.948686299,TESSy
Austria,AT,2021-W05,subnational,AT11,Burgenland,284,41235,293433,14052.61167,0.688735298,TESSy
Austria,AT,2021-W06,subnational,AT11,Burgenland,324,60129,293433,20491.56025,0.538841491,TESSy
Austria,AT,2021-W07,subnational,AT11,Burgenland,424,73605,293433,25084.09075,0.576047823,TESSy
Austria,AT,2021-W08,subnational,AT11,Burgenland,546,71927,293433,24512.23959,0.759102979,TESSy
Austria,AT,2021-W09,subnational,AT11,Burgenland,640,67147,293433,22883.24762,0.953132679,TESSy
Austria,AT,2021-W10,subnational,AT11,Burgenland,737,72432,293433,24684.34021,1.017506075,TESSy
Austria,AT,2021-W11,subnational,AT11,Burgenland,725,70879,293433,24155.08821,1.022869961,TESSy
Austria,AT,2021-W12,subnational,AT11,Burgenland,861,85688,293433,29201.89617,1.004808141,TESSy
Austria,AT,2021-W13,subnational,AT11,Burgenland,649,78730,293433,26830.6564,0.824336339,TESSy
Austria,AT,2021-W14,subnational,AT11,Burgenland,539,75529,293433,25739.77705,0.713633174,TESSy
Austria,AT,2021-W15,subnational,AT11,Burgenland,364,82808,293433,28220.41147,0.439571056,TESSy
Austria,AT,2021-W16,subnational,AT11,Burgenland,328,92054,293433,31371.38631,0.356312599,TESSy
Austria,AT,2021-W17,subnational,AT11,Burgenland,247,88162,293433,30045.01879,0.280166058,TESSy
Austria,AT,2021-W18,subnational,AT11,Burgenland,152,201287,293433,68597.2607,0.075514067,TESSy
Austria,AT,2021-W19,subnational,AT11,Burgenland,94,165872,293433,56528.06603,0.056670204,TESSy
Austria,AT,2021-W20,subnational,AT11,Burgenland,83,237326,293433,80879.11039,0.034972991,TESSy
Austria,AT,2021-W21,subnational,AT11,Burgenland,64,154256,293433,52569.41108,0.041489472,TESSy
Austria,AT,2021-W22,subnational,AT11,Burgenland,30,176926,293433,60295.19516,0.016956242,TESSy
Austria,AT,2021-W23,subnational,AT11,Burgenland,32,217977,293433,74285.10086,0.014680448,TESSy
Austria,AT,2021-W24,subnational,AT11,Burgenland,34,198513,293433,67651.90009,0.017127342,TESSy
Austria,AT,2021-W25,subnational,AT11,Burgenland,32,180286,293433,61440.26064,0.017749576,TESSy
Austria,AT,2021-W26,subnational,AT11,Burgenland,27,178673,293433,60890.56105,0.015111405,TESSy
Austria,AT,2021-W27,subnational,AT11,Burgenland,24,126039,293433,42953.24657,0.019041725,TESSy
Austria,AT,2021-W28,subnational,AT11,Burgenland,24,118628,293433,40427.62743,0.020231311,TESSy
Austria,AT,2021-W29,subnational,AT11,Burgenland,36,97179,293433,33117.95197,0.037045041,TESSy
Austria,AT,2021-W30,subnational,AT11,Burgenland,62,107866,293433,36760.00995,0.057478724,TESSy
Austria,AT,2021-W31,subnational,AT11,Burgenland,49,75771,293433,25822.24903,0.064668541,TESSy
Austria,AT,2021-W32,subnational,AT11,Burgenland,113,79709,293433,27164.29304,0.141765673,TESSy
Austria,AT,2021-W33,subnational,AT11,Burgenland,159,88316,293433,30097.50096,0.180035328,TESSy
Austria,AT,2021-W34,subnational,AT11,Burgenland,196,86897,293433,29613.91527,0.225554392,TESSy
Austria,AT,2021-W35,subnational,AT11,Burgenland,285,91966,293433,31341.3965,0.309897136,TESSy
Austria,AT,2021-W36,subnational,AT11,Burgenland,284,107385,293433,36596.08837,0.264468967,TESSy
Austria,AT,2021-W37,subnational,AT11,Burgenland,293,91388,293433,31144.41798,0.320611021,TESSy
Austria,AT,2021-W38,subnational,AT11,Burgenland,183,91724,293433,31258.92452,0.199511578,TESSy
Austria,AT,2021-W39,subnational,AT11,Burgenland,242,82903,293433,28252.78684,0.29190741,TESSy
Austria,AT,2021-W40,subnational,AT11,Burgenland,286,105638,293433,36000.72248,0.270735909,TESSy
Austria,AT,2021-W41,subnational,AT11,Burgenland,276,104700,293433,35681.05837,0.263610315,TESSy
Austria,AT,2021-W42,subnational,AT11,Burgenland,475,103384,293433,35232.57439,0.45945214,TESSy
Austria,AT,2021-W43,subnational,AT11,Burgenland,759,99510,293433,33912.34115,0.762737413,TESSy
Austria,AT,2021-W44,subnational,AT11,Burgenland,1536,145597,293433,49618.4819,1.054966792,TESSy
Austria,AT,2021-W45,subnational,AT11,Burgenland,1797,127338,293433,43395.93706,1.411204825,TESSy
Austria,AT,2021-W46,subnational,AT11,Burgenland,2223,184717,293433,62950.31574,1.203462594,TESSy
Austria,AT,2021-W47,subnational,AT11,Burgenland,1790,250287,293433,85296.13234,0.715178975,TESSy
Austria,AT,2021-W48,subnational,AT11,Burgenland,1169,175221,293433,59714.14258,0.667157475,TESSy
Austria,AT,2021-W49,subnational,AT11,Burgenland,589,157291,293433,53603.71874,0.374465163,TESSy
Austria,AT,2020-W50,subnational,AT12,Niederösterreich,3048,37411,1677542,2230.108099,8.147336345,TESSy
Austria,AT,2020-W51,subnational,AT12,Niederösterreich,2577,40996,1677542,2443.813627,6.28597912,TESSy
Austria,AT,2020-W52,subnational,AT12,Niederösterreich,2267,35963,1677542,2143.791333,6.303701026,TESSy
Austria,AT,2020-W53,subnational,AT12,Niederösterreich,2564,35297,1677542,2104.090389,7.264073434,TESSy
Austria,AT,2021-W01,subnational,AT12,Niederösterreich,2527,43217,1677542,2576.209716,5.847236041,TESSy
Austria,AT,2021-W02,subnational,AT12,Niederösterreich,2027,97152,1677542,5791.330411,2.086421278,TESSy
Austria,AT,2021-W03,subnational,AT12,Niederösterreich,1858,587473,1677542,35019.86836,0.316269854,TESSy
Austria,AT,2021-W04,subnational,AT12,Niederösterreich,1706,54758,1677542,3264.180569,3.115526498,TESSy
Austria,AT,2021-W05,subnational,AT12,Niederösterreich,1848,258282,1677542,15396.45505,0.715497015,TESSy
Austria,AT,2021-W06,subnational,AT12,Niederösterreich,1960,318684,1677542,18997.08025,0.615029308,TESSy
Austria,AT,2021-W07,subnational,AT12,Niederösterreich,2670,326192,1677542,19444.63984,0.818536322,TESSy
Austria,AT,2021-W08,subnational,AT12,Niederösterreich,3325,322101,1677542,19200.77113,1.032284904,TESSy
Austria,AT,2021-W09,subnational,AT12,Niederösterreich,3624,365049,1677542,21760.94548,0.99274344,TESSy
Austria,AT,2021-W10,subnational,AT12,Niederösterreich,3844,401382,1677542,23926.79289,0.957691177,TESSy
Austria,AT,2021-W11,subnational,AT12,Niederösterreich,4680,450719,1677542,26867.82209,1.038340962,TESSy
Austria,AT,2021-W12,subnational,AT12,Niederösterreich,4671,506134,1677542,30171.1671,0.922878131,TESSy
Austria,AT,2021-W13,subnational,AT12,Niederösterreich,4635,542963,1677542,32366.58158,0.853649328,TESSy
Austria,AT,2021-W14,subnational,AT12,Niederösterreich,3200,483102,1677542,28798.20595,0.662385997,TESSy
Austria,AT,2021-W15,subnational,AT12,Niederösterreich,2688,500100,1677542,29811.47417,0.537492501,TESSy
Austria,AT,2021-W16,subnational,AT12,Niederösterreich,2017,443842,1677542,26457.87706,0.454440995,TESSy
Austria,AT,2021-W17,subnational,AT12,Niederösterreich,1670,352619,1677542,21019.98042,0.473598984,TESSy
Austria,AT,2021-W18,subnational,AT12,Niederösterreich,1135,917015,1677542,54664.20513,0.123771149,TESSy
Austria,AT,2021-W19,subnational,AT12,Niederösterreich,777,730309,1677542,43534.46888,0.106393321,TESSy
Austria,AT,2021-W20,subnational,AT12,Niederösterreich,628,1034421,1677542,61662.89726,0.060710291,TESSy
Austria,AT,2021-W21,subnational,AT12,Niederösterreich,582,587413,1677542,35016.29169,0.099078502,TESSy
Austria,AT,2021-W22,subnational,AT12,Niederösterreich,398,559875,1677542,33374.72326,0.071087296,TESSy
Austria,AT,2021-W23,subnational,AT12,Niederösterreich,293,817513,1677542,48732.78881,0.035840409,TESSy
Austria,AT,2021-W24,subnational,AT12,Niederösterreich,163,1051554,1677542,62684.21297,0.015500868,TESSy
Austria,AT,2021-W25,subnational,AT12,Niederösterreich,113,974045,1677542,58063.82195,0.011601107,TESSy
Austria,AT,2021-W26,subnational,AT12,Niederösterreich,105,899042,1677542,53592.81616,0.011679098,TESSy
Austria,AT,2021-W27,subnational,AT12,Niederösterreich,135,597211,1677542,35600.36053,0.022605076,TESSy
Austria,AT,2021-W28,subnational,AT12,Niederösterreich,270,528650,1677542,31513.36896,0.051073489,TESSy
Austria,AT,2021-W29,subnational,AT12,Niederösterreich,277,450797,1677542,26872.47175,0.061446727,TESSy
Austria,AT,2021-W30,subnational,AT12,Niederösterreich,455,490730,1677542,29252.91885,0.09271901,TESSy
Austria,AT,2021-W31,subnational,AT12,Niederösterreich,494,403204,1677542,24035.40418,0.122518626,TESSy
Austria,AT,2021-W32,subnational,AT12,Niederösterreich,849,434934,1677542,25926.86204,0.195202031,TESSy
Austria,AT,2021-W33,subnational,AT12,Niederösterreich,1172,465080,1677542,27723.89603,0.251999656,TESSy
Austria,AT,2021-W34,subnational,AT12,Niederösterreich,1320,449839,1677542,26815.36438,0.293438319,TESSy
Austria,AT,2021-W35,subnational,AT12,Niederösterreich,1670,449863,1677542,26816.79505,0.371224128,TESSy
Austria,AT,2021-W36,subnational,AT12,Niederösterreich,2584,615185,1677542,36671.80911,0.420036249,TESSy
Austria,AT,2021-W37,subnational,AT12,Niederösterreich,2352,411088,1677542,24505.37751,0.572140272,TESSy
Austria,AT,2021-W38,subnational,AT12,Niederösterreich,1952,437443,1677542,26076.4261,0.446229566,TESSy
Austria,AT,2021-W39,subnational,AT12,Niederösterreich,1879,410232,1677542,24454.35047,0.458033503,TESSy
Austria,AT,2021-W40,subnational,AT12,Niederösterreich,2101,554078,1677542,33029.15814,0.37918849,TESSy
Austria,AT,2021-W41,subnational,AT12,Niederösterreich,3151,557038,1677542,33205.60677,0.565670565,TESSy
Austria,AT,2021-W42,subnational,AT12,Niederösterreich,4804,550609,1677542,32822.36749,0.872488463,TESSy
Austria,AT,2021-W43,subnational,AT12,Niederösterreich,6997,531204,1677542,31665.61553,1.317196407,TESSy
Austria,AT,2021-W44,subnational,AT12,Niederösterreich,10907,781453,1677542,46583.2152,1.395733333,TESSy
Austria,AT,2021-W45,subnational,AT12,Niederösterreich,14823,450650,1677542,26863.70893,3.289248863,TESSy
Austria,AT,2021-W46,subnational,AT12,Niederösterreich,16479,676013,1677542,40297.82861,2.437675015,TESSy
Austria,AT,2021-W47,subnational,AT12,Niederösterreich,12947,1015234,1677542,60519.1405,1.275272499,TESSy
Austria,AT,2021-W48,subnational,AT12,Niederösterreich,8351,891635,1677542,53151.27729,0.93659401,TESSy
Austria,AT,2021-W49,subnational,AT12,Niederösterreich,5017,681210,1677542,40607.62711,0.73648361,TESSy
Austria,AT,2020-W50,subnational,AT13,Wien,3214,55241,1897491,2911.265455,5.818142322,TESSy
Austria,AT,2020-W51,subnational,AT13,Wien,2399,68996,1897491,3636.170079,3.47701316,TESSy
Austria,AT,2020-W52,subnational,AT13,Wien,2208,62050,1897491,3270.107737,3.558420629,TESSy
Austria,AT,2020-W53,subnational,AT13,Wien,2235,23023,1897491,1213.339088,9.707683621,TESSy
Austria,AT,2021-W01,subnational,AT13,Wien,2437,29669,1897491,1563.591079,8.2139607,TESSy
Austria,AT,2021-W02,subnational,AT13,Wien,2029,177703,1897491,9365.156409,1.141792767,TESSy
Austria,AT,2021-W03,subnational,AT13,Wien,1811,120179,1897491,6333.574178,1.506918846,TESSy
Austria,AT,2021-W04,subnational,AT13,Wien,1853,145020,1897491,7642.723997,1.277754792,TESSy
Austria,AT,2021-W05,subnational,AT13,Wien,1696,210918,1897491,11115.62584,0.804103965,TESSy
Austria,AT,2021-W06,subnational,AT13,Wien,2057,309630,1897491,16317.86396,0.664341311,TESSy
Austria,AT,2021-W07,subnational,AT13,Wien,2582,307974,1897491,16230.59082,0.838382461,TESSy
Austria,AT,2021-W08,subnational,AT13,Wien,3456,312457,1897491,16466.85017,1.106072196,TESSy
Austria,AT,2021-W09,subnational,AT13,Wien,4109,332156,1897491,17505.01056,1.237069329,TESSy
Austria,AT,2021-W10,subnational,AT13,Wien,4585,340528,1897491,17946.22478,1.346438472,TESSy
Austria,AT,2021-W11,subnational,AT13,Wien,5850,279829,1897491,14747.31632,2.090562451,TESSy
Austria,AT,2021-W12,subnational,AT13,Wien,6022,401947,1897491,21183.07808,1.498207475,TESSy
Austria,AT,2021-W13,subnational,AT13,Wien,5647,427862,1897491,22548.82895,1.319818072,TESSy
Austria,AT,2021-W14,subnational,AT13,Wien,4766,365544,1897491,19264.5973,1.303810212,TESSy
Austria,AT,2021-W15,subnational,AT13,Wien,4554,497972,1897491,26243.70814,0.91450925,TESSy
Austria,AT,2021-W16,subnational,AT13,Wien,3369,460823,1897491,24285.91229,0.731083301,TESSy
Austria,AT,2021-W17,subnational,AT13,Wien,2725,443669,1897491,23381.87638,0.61419662,TESSy
Austria,AT,2021-W18,subnational,AT13,Wien,1701,1230844,1897491,64866.92163,0.138197854,TESSy
Austria,AT,2021-W19,subnational,AT13,Wien,1158,982138,1897491,51759.82389,0.117906038,TESSy
Austria,AT,2021-W20,subnational,AT13,Wien,803,1447218,1897491,76270.08508,0.055485766,TESSy
Austria,AT,2021-W21,subnational,AT13,Wien,588,1046619,1897491,55158.04818,0.056180903,TESSy
Austria,AT,2021-W22,subnational,AT13,Wien,552,1080529,1897491,56945.14493,0.051086088,TESSy
Austria,AT,2021-W23,subnational,AT13,Wien,562,1405709,1897491,74082.51212,0.039979825,TESSy
Austria,AT,2021-W24,subnational,AT13,Wien,459,1315705,1897491,69339.19581,0.03488624,TESSy
Austria,AT,2021-W25,subnational,AT13,Wien,320,1146309,1897491,60411.82804,0.027915684,TESSy
Austria,AT,2021-W26,subnational,AT13,Wien,330,1172340,1897491,61783.69225,0.028148831,TESSy
Austria,AT,2021-W27,subnational,AT13,Wien,480,817411,1897491,43078.5179,0.058721989,TESSy
Austria,AT,2021-W28,subnational,AT13,Wien,691,750563,1897491,39555.54993,0.092064224,TESSy
Austria,AT,2021-W29,subnational,AT13,Wien,713,673637,1897491,35501.45956,0.105843355,TESSy
Austria,AT,2021-W30,subnational,AT13,Wien,922,659251,1897491,34743.3005,0.139855685,TESSy
Austria,AT,2021-W31,subnational,AT13,Wien,971,503335,1897491,26526.34453,0.192913268,TESSy
Austria,AT,2021-W32,subnational,AT13,Wien,1606,453264,1897491,23887.54413,0.354318896,TESSy
Austria,AT,2021-W33,subnational,AT13,Wien,2313,598974,1897491,31566.63194,0.386160334,TESSy
Austria,AT,2021-W34,subnational,AT13,Wien,2734,582867,1897491,30717.77416,0.469060695,TESSy
Austria,AT,2021-W35,subnational,AT13,Wien,3269,767002,1897491,40421.9045,0.426204886,TESSy
Austria,AT,2021-W36,subnational,AT13,Wien,4084,1025064,1897491,54022.07441,0.398414148,TESSy
Austria,AT,2021-W37,subnational,AT13,Wien,4036,1032947,1897491,54437.51775,0.390726727,TESSy
Austria,AT,2021-W38,subnational,AT13,Wien,3153,1061482,1897491,55941.3457,0.297037538,TESSy
Austria,AT,2021-W39,subnational,AT13,Wien,2969,1036557,1897491,54627.76899,0.286429015,TESSy
Austria,AT,2021-W40,subnational,AT13,Wien,2744,1085588,1897491,57211.76016,0.252766243,TESSy
Austria,AT,2021-W41,subnational,AT13,Wien,2538,1188976,1897491,62660.42896,0.213460995,TESSy
Austria,AT,2021-W42,subnational,AT13,Wien,3433,1089606,1897491,57423.51347,0.315068015,TESSy
Austria,AT,2021-W43,subnational,AT13,Wien,4298,822113,1897491,43326.31881,0.522799177,TESSy
Austria,AT,2021-W44,subnational,AT13,Wien,7382,1386589,1897491,73074.8657,0.532385588,TESSy
Austria,AT,2021-W45,subnational,AT13,Wien,9235,1648201,1897491,86862.12477,0.560307875,TESSy
Austria,AT,2021-W46,subnational,AT13,Wien,11803,2403877,1897491,126687.1358,0.4909985,TESSy
Austria,AT,2021-W47,subnational,AT13,Wien,9267,2798256,1897491,147471.3714,0.331170558,TESSy
Austria,AT,2021-W48,subnational,AT13,Wien,6519,2163531,1897491,114020.6199,0.301312993,TESSy
Austria,AT,2021-W49,subnational,AT13,Wien,4580,2037674,1897491,107387.8084,0.224766081,TESSy
Austria,AT,2020-W50,subnational,AT21,Kärnten,1578,6296,560939,1122.403684,25.0635324,TESSy
Austria,AT,2020-W51,subnational,AT21,Kärnten,1315,7398,560939,1318.859983,17.77507434,TESSy
Austria,AT,2020-W52,subnational,AT21,Kärnten,1181,3032,560939,540.5222315,38.95118734,TESSy
Austria,AT,2020-W53,subnational,AT21,Kärnten,1230,4305,560939,767.4631288,28.57142857,TESSy
Austria,AT,2021-W01,subnational,AT21,Kärnten,1327,5167,560939,921.1340271,25.68221405,TESSy
Austria,AT,2021-W02,subnational,AT21,Kärnten,881,116825,560939,20826.68525,0.754119409,TESSy
Austria,AT,2021-W03,subnational,AT21,Kärnten,878,129582,560939,23100.90759,0.677563242,TESSy
Austria,AT,2021-W04,subnational,AT21,Kärnten,714,24345,560939,4340.044105,2.932840419,TESSy
Austria,AT,2021-W05,subnational,AT21,Kärnten,719,30233,560939,5389.712607,2.378196011,TESSy
Austria,AT,2021-W06,subnational,AT21,Kärnten,720,42797,560939,7629.528344,1.682360913,TESSy
Austria,AT,2021-W07,subnational,AT21,Kärnten,802,59246,560939,10561.93276,1.353677885,TESSy
Austria,AT,2021-W08,subnational,AT21,Kärnten,969,87636,560939,15623.08914,1.105709982,TESSy
Austria,AT,2021-W09,subnational,AT21,Kärnten,1030,38228,560939,6815.001275,2.694360155,TESSy
Austria,AT,2021-W10,subnational,AT21,Kärnten,1183,71611,560939,12766.27227,1.651980841,TESSy
Austria,AT,2021-W11,subnational,AT21,Kärnten,1027,90995,560939,16221.90648,1.128633441,TESSy
Austria,AT,2021-W12,subnational,AT21,Kärnten,1133,60488,560939,10783.34721,1.873098796,TESSy
Austria,AT,2021-W13,subnational,AT21,Kärnten,1167,87049,560939,15518.44318,1.340624246,TESSy
Austria,AT,2021-W14,subnational,AT21,Kärnten,1175,51911,560939,9254.303944,2.263489434,TESSy
Austria,AT,2021-W15,subnational,AT21,Kärnten,1074,63094,560939,11247.92535,1.702222081,TESSy
Austria,AT,2021-W16,subnational,AT21,Kärnten,942,69331,560939,12359.81096,1.358699572,TESSy
Austria,AT,2021-W17,subnational,AT21,Kärnten,815,89137,560939,15890.67617,0.914322896,TESSy
